1,292,81,0.00,0.00,0.00,0.00,99861,21.79,95.00
2,344,109,0.00,0.00,0.00,0.00,99858,21.79,95.00
3,384,136,0.00,0.00,0.00,0.00,99827,21.79,95.00
4,417,166,0.00,0.00,0.00,0.00,99829,21.80,95.00
5,452,194,0.00,0.00,0.00,0.00,99812,21.79,95.00
6,473,213,0.00,0.00,0.00,0.00,99794,21.79,95.00
7,478,221,0.00,0.00,0.00,0.00,99776,21.82,95.00
8,483,223,0.00,0.00,0.00,0.00,99749,21.83,95.00
9,481,219,0.00,0.00,0.00,0.00,99733,21.83,95.00
10,483,215,0.00,0.00,0.00,0.00,99696,21.83,95.00
11,480,207,0.00,0.00,0.00,0.00,99689,21.84,95.00
12,473,194,0.00,0.00,0.00,0.00,99672,21.84,95.00
13,462,180,0.00,0.00,0.00,0.00,99656,21.85,95.00
14,448,166,0.00,0.00,0.00,0.00,99653,21.85,95.00
15,430,151,0.00,0.00,0.00,0.00,99634,21.86,95.00
16,409,134,0.00,0.00,0.00,0.00,99633,21.84,95.00
17,385,118,0.00,0.00,0.00,0.00,99628,21.88,95.00
18,358,104,0.00,0.00,0.00,0.00,99615,21.89,95.00
19,335,92,0.00,0.00,0.00,0.00,99616,21.88,95.00
20,311,82,0.00,0.00,0.00,0.00,99625,21.88,95.00
21,292,73,0.00,0.00,0.00,0.00,99621,21.87,95.00
22,275,66,0.00,0.00,0.00,0.00,99625,21.88,95.00
23,261,60,0.00,0.00,0.00,0.00,99639,21.88,95.00
24,248,55,0.00,0.00,0.00,0.00,99638,21.90,95.00
25,234,52,0.00,0.00,0.00,0.00,99647,21.90,95.00
26,228,49,0.00,0.00,0.00,0.00,99639,21.88,95.00
27,211,46,0.00,33.02,0.00,0.07,99563,21.56,95.00
28,202,44,0.00,0.00,0.00,0.00,99637,21.88,95.00
29,196,42,0.00,0.00,0.00,0.00,99627,21.89,95.00
30,190,41,0.00,0.00,0.00,0.00,99604,21.89,95.00
31,184,40,0.00,0.00,0.00,0.00,99598,21.88,95.00
32,178,39,0.00,0.00,0.00,0.00,99565,21.88,95.00
33,174,39,0.00,0.00,0.00,0.00,99554,21.89,95.00
34,171,38,0.00,0.00,0.00,0.00,99550,21.90,95.00
35,167,38,0.00,0.00,0.00,0.00,99537,21.89,95.00
36,162,37,0.00,0.00,0.00,0.00,99530,21.89,95.00
37,159,37,0.00,0.00,0.00,0.00,99526,21.90,95.00
38,156,36,0.00,0.00,0.00,0.00,99528,21.90,95.00
39,153,36,0.00,0.00,0.00,0.00,99528,21.89,95.00
40,149,35,0.00,0.00,0.00,0.00,99518,21.90,95.00
41,149,35,0.00,0.00,0.00,0.00,99519,21.90,95.00
42,147,35,0.00,0.00,0.00,0.00,99510,21.90,95.00
43,146,34,0.00,0.00,0.00,0.00,99508,21.90,95.00
44,145,34,0.00,0.00,0.00,0.00,99505,21.90,95.00
45,145,35,0.00,0.00,0.00,0.00,99495,21.89,95.00
46,143,34,0.00,0.00,0.00,0.00,99501,21.89,95.00
47,142,34,0.00,0.00,0.00,0.00,99509,21.90,95.00
48,141,34,0.00,0.00,0.00,0.00,99505,21.90,95.00
49,140,33,0.00,0.00,0.00,0.00,99499,21.90,95.00
50,137,33,0.00,0.00,0.00,0.00,99493,21.90,95.00
51,137,33,0.00,0.00,0.00,0.00,99477,21.91,95.00
52,136,33,0.00,0.00,0.00,0.00,99461,21.88,95.00
53,134,32,0.00,0.00,0.00,0.00,99385,21.58,95.00
54,133,32,0.00,0.00,0.00,0.00,99444,21.88,95.00
55,132,32,0.00,0.00,0.00,0.00,99441,21.88,95.00
56,132,32,0.00,0.00,0.00,0.00,99428,21.88,95.00
57,132,32,0.00,0.00,0.00,0.00,99418,21.88,95.00
58,131,32,0.00,0.00,0.00,0.00,99406,21.88,95.00
59,130,32,0.00,0.00,0.00,0.00,99415,21.90,95.00
60,128,31,0.00,0.00,0.00,0.00,99409,21.88,95.00
61,128,31,0.00,0.00,0.00,0.00,99399,21.88,95.00
62,127,31,0.00,0.00,0.00,0.00,99392,21.89,95.00
63,125,30,0.00,0.00,0.00,0.00,99385,21.88,95.00
64,125,31,0.00,0.00,0.00,0.00,99386,21.88,95.00
65,125,30,0.00,0.00,0.00,0.00,99379,21.88,95.00
66,125,30,0.00,0.00,0.00,0.00,99377,21.88,95.00
67,124,30,0.00,0.00,0.00,0.00,99389,21.88,95.00
68,124,30,0.00,0.00,0.00,0.00,99382,21.86,95.00
69,123,30,0.00,0.00,0.00,0.00,99380,21.88,95.00
70,123,30,0.00,0.00,0.00,0.00,99372,21.88,95.00
71,121,29,0.00,0.00,0.00,0.00,99356,21.89,95.00
72,120,29,0.00,0.00,0.00,0.00,99358,21.88,95.00
73,120,29,0.00,0.00,0.00,0.00,99341,21.88,95.00
74,119,29,0.00,0.00,0.00,0.00,99331,21.86,95.00
75,120,29,0.00,0.00,0.00,0.00,99318,21.88,95.00
76,119,28,0.00,0.00,0.00,0.00,99320,21.86,95.00
77,119,28,0.00,0.00,0.00,0.00,99317,21.84,95.00
78,118,28,0.00,0.00,0.00,0.00,99328,21.86,95.00
79,118,28,348.28,348.28,149.41,0.72,99274,21.54,95.00
80,117,28,0.00,0.00,0.00,0.00,99360,21.85,95.00
81,116,28,0.00,0.00,0.00,0.00,99390,21.84,95.00
82,116,28,0.00,0.00,0.00,0.00,99405,21.84,95.00
83,116,28,0.00,0.00,0.00,0.00,99426,21.84,95.00
84,116,28,0.00,0.00,0.00,0.00,99444,21.84,95.00
85,116,28,0.00,0.00,0.00,0.00,99452,21.83,95.00
86,114,28,0.00,0.00,0.00,0.00,99457,21.83,95.00
87,113,27,0.00,0.00,0.00,0.00,99462,21.82,95.00
88,113,27,0.00,0.00,0.00,0.00,99461,21.83,95.00
89,114,27,0.00,0.00,0.00,0.00,99459,21.83,95.00
90,113,27,0.00,0.00,0.00,0.00,99450,21.82,95.00
91,113,27,0.00,0.00,0.00,0.00,99449,21.82,95.00
92,113,26,0.00,0.00,0.00,0.00,99443,21.82,95.00
93,113,26,0.00,0.00,0.00,0.00,99447,21.83,95.00
94,112,26,0.00,0.00,0.00,0.00,99439,21.82,95.00
95,112,26,0.00,0.00,0.00,0.00,99433,21.82,95.00
96,112,26,0.00,0.00,0.00,0.00,99431,21.82,95.00
97,112,27,0.00,0.00,0.00,0.00,99427,21.81,95.00
98,110,27,0.00,0.00,0.00,0.00,99425,21.82,95.00
99,110,27,0.00,0.00,0.00,0.00,99418,21.82,95.00
100,111,27,0.00,0.00,0.00,0.00,99420,21.81,95.00
101,111,27,0.00,0.00,0.00,0.00,99427,21.79,95.00
102,111,27,0.00,0.00,0.00,0.00,99421,21.79,95.00
103,110,27,0.00,0.00,0.00,0.00,99412,21.79,95.00
104,111,27,0.00,0.00,0.00,0.00,99407,21.79,95.00
105,110,27,256.94,-111638.74,110.23,-232.12,99326,21.48,95.00
106,111,27,0.00,0.00,0.00,0.00,99375,21.77,95.00
107,112,27,0.00,0.00,0.00,0.00,99360,21.79,95.00
108,112,27,0.00,0.00,0.00,0.00,99347,21.79,95.00
109,112,27,0.00,0.00,0.00,0.00,99331,21.77,95.00
110,112,27,0.00,0.00,0.00,0.00,99323,21.77,95.00
111,114,28,0.00,0.00,0.00,0.00,99314,21.77,95.00
112,114,28,0.00,0.00,0.00,0.00,99309,21.79,95.00
113,113,28,0.00,0.00,0.00,0.00,99308,21.77,95.00
114,114,28,0.00,0.00,0.00,0.00,99295,21.77,95.00
115,114,28,0.00,0.00,0.00,0.00,99279,21.79,95.00
116,113,28,0.00,0.00,0.00,0.00,99265,21.76,95.00
117,113,28,0.00,0.00,0.00,0.00,99245,21.77,95.00
118,113,28,0.00,0.00,0.00,0.00,99224,21.76,95.00
119,112,28,0.00,0.00,0.00,0.00,99221,21.76,95.00
120,112,27,0.00,0.00,0.00,0.00,99221,21.77,95.00
121,110,27,0.00,0.00,0.00,0.00,99224,21.77,95.00
122,111,27,0.00,0.00,0.00,0.00,99237,21.79,95.00
123,112,27,0.00,0.00,0.00,0.00,99246,21.79,95.00
124,112,27,0.00,0.00,0.00,0.00,99244,21.77,95.00
125,112,27,0.00,0.00,0.00,0.00,99238,21.79,95.00
126,110,27,0.00,0.00,0.00,0.00,99237,21.77,95.00
127,111,27,0.00,0.00,0.00,0.00,99242,21.77,95.00
128,111,27,0.00,0.00,0.00,0.00,99247,21.79,95.00
129,111,28,0.00,0.00,0.00,0.00,99261,21.79,95.00
130,111,28,0.00,0.00,0.00,0.00,99257,21.79,95.00
131,111,27,85.85,85.85,36.83,0.18,99190,21.48,95.00
132,111,28,0.00,0.00,0.00,0.00,99270,21.79,95.00
133,111,27,0.00,0.00,0.00,0.00,99271,21.79,95.00
134,111,27,0.00,0.00,0.00,0.00,99273,21.79,95.00
135,111,27,0.00,0.00,0.00,0.00,99276,21.79,95.00
136,110,27,0.00,0.00,0.00,0.00,99279,21.79,95.00
137,110,26,0.00,0.00,0.00,0.00,99289,21.79,95.00
138,111,26,0.00,0.00,0.00,0.00,99300,21.79,95.00
139,111,26,0.00,0.00,0.00,0.00,99318,21.79,95.00
140,111,26,0.00,0.00,0.00,0.00,99337,21.80,95.00
141,110,26,0.00,0.00,0.00,0.00,99356,21.80,95.00
142,111,26,0.00,0.00,0.00,0.00,99370,21.79,95.00
143,110,26,0.00,0.00,0.00,0.00,99391,21.81,95.00
